0, 0, 2413 
0, 0, 2412 
0, 0, 2407 
0, 0, 2410 
0, 0, 2411 
0, 0, 2412 
0, 0, 2415 
0, 0, 2409 
0, 0, 2410 
0, 0, 2413 
0, 0, 2408 
0, 0, 2412 
0, 0, 2407 
0, 0, 2410 
0, 0, 2411 
0, 0, 2411 
0, 0, 2415 
0, 0, 2414 
0, 0, 2405 
0, 0, 2411 
0, 0, 2412 
0, 0, 2409 
0, 0, 2409 
0, 0, 2412 
0, 0, 2411 
0, 0, 2410 
0, 0, 2413 
0, 0, 2413 
0, 0, 2415 
0, 0, 2411 
0, 0, 2414 
0, 0, 2410 
0, 0, 2407 
0, 0, 2410 
0, 0, 2410 
0, 0, 2410 
0, 0, 2415 
0, 0, 2409 
0, 0, 2412 
0, 0, 2407 
0, 0, 2417 
0, 0, 2409 
0, 0, 2411 
0, 0, 2410 
0, 0, 2414 
0, 0, 2410 
0, 0, 2408 
0, 0, 2409 
0, 0, 2410 
0, 0, 2415 
0, 0, 2410 
0, 0, 2409 
0, 0, 2414 
0, 0, 2409 
0, 0, 2416 
0, 0, 2410 
0, 0, 2415 
0, 0, 2412 
0, 0, 2408 
0, 0, 2410 
0, 0, 2410 
0, 0, 2413 
0, 0, 2412 
0, 0, 2413 
0, 0, 2410 
0, 0, 2413 
0, 0, 2411 
0, 0, 2410 
0, 0, 2411 
0, 0, 2405 
0, 0, 2409 
0, 0, 2416 
0, 0, 2417 
0, 0, 2413 
0, 0, 2405 
0, 0, 2412 
0, 0, 2412 
0, 0, 2406 
0, 0, 2414 
0, 0, 2419 
0, 0, 2414 
0, 0, 2412 
0, 0, 2414 
0, 0, 2408 
0, 0, 2410 
0, 0, 2412 
0, 0, 2414 
0, 0, 2410 
0, 0, 2410 
0, 0, 2411 
0, 0, 2419 
0, 0, 2409 
0, 0, 2409 
0, 0, 2409 
0, 0, 2410 
0, 0, 2407 
0, 0, 2417 
0, 0, 2413 
0, 0, 2415 
0, 0, 2408 
0, 0, 2414 
0, 0, 2412 
