255,134,29
255,135,28
255,135,19
255,134,6
255,135,35
255,134,25
255,135,45
255,134,20
255,135,19
255,135,25
255,134,50
255,135,28
255,134,5
255,135,-19
255,134,21
255,135,24
255,134,12
255,135,28
255,135,12
255,134,27
255,135,25
255,135,19
255,135,23
255,135,-27
255,134,17
255,135,24
255,135,24
255,135,8
255,135,31
255,134,8
255,135,16
255,135,28
255,134,16
255,135,38
0,135,10
0,128,-40
0,115,-51
0,105,-77
0,95,-60
0,87,-67
0,78,-55
0,71,-72
0,65,-61
0,58,-57
0,52,-105
0,47,-82
0,41,-58
0,36,-84
0,32,-124
0,28,-79
0,23,-53
0,19,-68
0,15,-55
0,12,-78
0,8,-67
0,4,-59
0,1,-85
0,0,-48
0,0,-52
0,0,-58
0,0,-59
0,0,-44
0,0,-48
0,0,-95
0,0,-37
0,0,-51
0,0,-66
0,0,-125
0,0,-52
0,0,-90
0,0,-71
0,0,-75
0,0,-46
0,0,-75
0,0,-52
0,0,-44
0,0,-45
0,0,-45
0,0,-67
0,0,-62
0,0,-55
0,0,-59
0,0,-60
0,0,-53
0,0,-36
0,0,-77
0,0,-59
0,0,-32
0,0,-54
0,0,-122
0,0,-35
0,0,-48
0,0,-152
0,0,-55
0,0,-55
0,0,-50
0,0,-45
0,0,-43
0,0,-41
0,0,-55
0,0,-57
0,0,-45
0,0,-50
0,0,-49
0,0,-19
0,0,-41
0,0,-62
0,0,-62
0,0,-29
0,0,-72
0,0,-36
0,0,-36
0,0,-35
0,0,-48
0,0,-49
0,0,-41
0,0,-53
0,0,-54
0,0,-50
0,0,-46
0,0,-47
0,0,-44
0,0,-39
0,0,-73
0,0,-51
0,0,-70
0,0,-58
0,0,-42
0,0,-33
0,0,-48
0,0,-39
0,0,-36
0,0,-36
255,0,-64
255,48,206
255,99,130
255,119,54
255,128,33
255,133,56
255,134,19
255,134,-56
255,135,50
255,135,2
255,135,34
255,136,36
255,135,41
255,135,0
255,135,21
255,135,14
255,135,20
255,135,81
255,135,45
255,135,45
255,135,42
255,135,14
255,135,40
255,135,49
255,135,8
255,135,23
255,135,32
255,135,30
255,134,-19
255,135,37
255,135,25
255,135,40
255,134,21
255,135,-80
255,135,24
255,135,42
255,134,4
255,135,34
255,135,49
255,135,15
255,135,55
255,134,19
255,135,37
255,135,38
255,135,51
255,135,36
255,134,29
255,135,31
255,135,13
255,135,33
255,134,22
255,135,20
255,135,38
255,135,-6
255,135,23
255,134,13
255,135,31
255,135,9
255,135,32
255,135,29
255,134,22
255,135,34
255,135,42
255,135,28
255,135,18
255,135,19
255,135,-7
255,135,0
255,135,-7
255,135,40
255,135,27
255,135,18
255,135,6
255,135,23
255,135,-1
255,135,19
255,135,49
255,134,-12
255,135,18
255,135,30
255,135,37
255,135,-3
255,135,33
255,134,3
255,135,24
255,135,29
255,135,64
255,134,51
255,135,17
255,134,20
255,135,30
255,134,25
255,135,33
255,135,33
255,134,35
255,135,39
255,134,32
255,135,49
255,135,26
255,135,52
255,135,34
255,134,37
255,135,14
255,135,36
255,135,30
255,134,35
255,135,43
255,135,31
255,134,32
255,135,10
255,134,23
255,135,33
255,134,46
255,135,46
255,134,53
255,134,32
255,135,26
255,134,35
255,134,29
255,135,34
255,134,27
255,135,37
255,134,-63
255,134,-16
255,135,47
255,134,13
255,134,0
255,134,21
255,135,41
255,134,44
255,134,33
255,135,51
255,134,25
255,135,19
255,135,42
255,134,0
255,135,15
255,135,50
255,134,37
255,135,37
255,134,44
255,135,51
255,134,-13
255,135,46
255,134,69
255,135,36
255,134,23
255,135,27
255,135,31
255,135,-52
255,135,-13
255,135,19
255,135,17
255,135,21
255,135,26
255,135,51
255,135,17
255,135,25
255,135,31
255,135,25
255,135,37
255,135,29
255,135,27
255,135,33
255,135,14
255,135,30
255,136,54
255,135,19
255,135,31
255,135,46
255,135,20
255,136,40
255,135,-1
255,135,27
255,135,28
255,135,-53
255,135,8
255,136,47
255,135,37
255,135,7
255,135,32
255,135,30
255,135,49
255,135,4
255,136,22
255,135,21
255,135,6
255,135,0
255,135,0
255,135,22
255,135,36
255,135,57
255,135,26
255,134,44
255,135,33
255,135,28
255,135,-37
255,134,56
255,135,36
255,135,44
255,134,29
255,135,10
255,135,28
255,134,21
255,135,36
255,134,15
255,135,20
255,134,26
255,135,26
255,134,24
255,135,8
255,134,35
255,135,-51
255,134,51
255,135,50
255,134,35
255,135,16
255,134,-2
255,135,40
255,134,11
255,135,46
255,134,16
255,135,26
255,134,25
255,135,38
255,134,31
255,135,16
255,134,18
255,135,12
255,135,-63
255,134,31
255,134,24
255,135,32
255,134,-10
255,135,34
255,134,18
255,135,72
255,135,27
255,135,29
255,135,25
255,135,33
255,135,32
255,135,10
255,135,46
255,135,10
255,135,-19
255,135,13
255,136,41
255,135,24
255,135,0
255,135,61
255,135,27
255,135,31
255,135,-10
255,136,-7
255,135,-20
0,135,41
0,128,-48
0,117,-71
0,105,-46
0,95,-64
0,86,-35
0,78,-51
0,70,-35
0,64,-56
0,56,-54
0,51,-55
0,46,-69
0,40,-51
0,35,-45
0,31,-54
0,27,-39
0,22,-50
0,18,-38
0,13,-49
0,10,-41
0,6,-32
0,2,-54
0,0,-54
0,0,-34
0,0,-32
0,0,-36
0,0,-37
0,0,-49
0,0,-41
0,0,-39
0,0,-156
0,0,-58
0,0,-54
0,0,-43
0,0,-48
0,0,-56
0,0,-43
0,0,-85
0,0,-42
0,0,-66
0,0,-114
0,0,-43
0,0,-52
0,0,-57
0,0,-65
0,0,-73
0,0,-41
0,0,-49
0,0,-74
0,0,-33
0,0,-34
0,0,-67
0,0,-52
0,0,-53
0,0,-40
0,0,-63
0,0,-60
0,0,-54
0,0,-50
0,0,-37
0,0,-33
0,0,-106
0,0,-59
0,0,-23
0,0,-66
0,0,-43
0,0,-47
0,0,-18
0,0,-35
0,0,-62
0,0,-66
0,0,-60
0,0,-53
0,0,-55
0,0,-47
0,0,-43
