255,146,64
255,146,47
255,146,90
255,145,89
255,146,73
255,146,91
255,146,70
255,145,83
255,146,54
255,146,93
255,146,84
255,145,97
255,146,68
255,146,83
255,146,55
255,145,76
255,146,71
255,146,97
255,146,82
255,145,67
255,146,90
255,146,51
255,146,43
255,146,71
255,145,80
255,146,75
254,146,36
253,146,59
252,145,89
251,145,8
250,145,87
249,145,83
248,145,86
247,145,84
246,144,88
245,145,25
244,145,45
243,144,83
242,145,35
241,144,0
240,144,34
239,145,92
238,144,90
237,144,111
236,144,80
235,144,42
234,144,84
233,144,108
232,144,99
231,143,75
230,144,71
229,144,110
228,143,86
227,144,43
226,143,98
225,144,81
224,143,102
223,143,96
222,143,114
221,143,98
220,143,86
219,143,94
218,143,90
217,143,91
216,143,92
215,143,79
214,142,92
213,143,110
212,142,106
211,143,112
210,142,-12
209,142,72
208,142,86
207,142,78
206,142,110
205,142,79
204,142,105
203,142,72
202,141,0
201,142,26
200,141,105
199,142,71
198,141,0
197,141,81
196,141,90
195,141,97
194,141,92
193,141,83
192,141,94
191,141,77
190,140,90
189,141,83
188,140,81
187,141,97
186,140,83
185,140,74
184,140,49
183,140,89
182,140,86
181,140,106
180,139,17
179,140,96
178,139,97
177,140,89
176,139,97
175,139,69
174,139,82
173,139,73172,139,119
171,139,93
170,138,91
169,139,99
168,138,92
167,139,109
166,138,97
165,138,100
164,138,96
163,138,0
162,138,97
161,137,103
160,138,110
159,137,117
158,137,104
157,137,91
156,137,-18
155,137,119
154,137,81
153,137,84
152,136,99
151,137,88
150,136,121
149,136,114
148,136,-6
147,136,50
146,135,136
145,136,43
144,135,108
143,135,97
142,135,115
141,135,105
140,135,113
139,135,111
138,134,105
137,134,68
136,134,97
135,134,110
134,134,86
133,134,0
132,133,14
131,133,118
130,133,51
129,133,86
128,133,97
127,132,0
126,133,24
125,132,0
124,132,42
123,131,88
122,132,80
121,131,102
120,131,119
119,131,41
118,131,122
117,130,97
116,131,62
115,130,114
114,130,80
113,129,64
112,129,89
111,130,126
110,128,80
109,129,100
108,128,111
107,129,116
106,127,119
105,128,101
104,127,0
103,127,15
102,127,117
101,127,127
100,126,112
99,126,124
98,126,112
97,125,141
96,125,117
95,125,110
94,124,0
93,124,-5
92,124,94
91,124,124
90,123,131
89,123,127
88,122,145
87,122,137
86,122,152
85,121,150
84,121,143
83,121,26
82,120,137
81,120,165
80,120,138
79,119,156
78,119,140
77,118,137
76,118,142
75,117,96
74,117,142
73,117,86
72,116,170
71,116,151
70,115,148
69,114,118
68,115,121
67,113,169
66,113,150
65,113,145
64,112,85
63,111,146
62,111,144
61,110,167
60,110,165
59,109,163
58,109,122
57,108,145
56,107,141
55,107,125
54,105,174
53,106,155
52,104,170
51,104,154
50,103,110
49,102,177
48,101,161
47,100,103
46,100,166
45,98,168
44,98,150
43,97,189
42,96,201
41,94,122
40,94,142
39,93,159
38,92,161
37,90,173
36,89,145
35,88,195
34,87,182
33,86,177
32,84,179
31,83,176
30,82,177
29,80,169
28,79,155
27,77,0
26,75,60
25,74,179
24,72,172
23,71,186
22,69,155
21,67,141
20,65,106
19,63,120
18,62,0
17,59,56
16,57,119
15,55,123
14,53,93
13,51,87
12,48,73
11,45,60
10,44,79
9,40,82
8,38,51
7,35,41
6,32,21
5,30,0
4,26,14
3,23,16
2,20,55
1,17,22
0,13,-26
0,10,0
0,6,54
0,3,42
0,0,36
0,0,19
0,0,27
0,0,8
0,0,13
0,0,55
0,0,-55
0,0,53
0,0,25
0,0,33
0,0,41
0,0,33
0,0,49
0,0,28
0,0,-41
0,0,58
0,0,30
0,0,44
0,0,49
0,0,24
0,0,0
0,0,11
0,0,33
0,0,0
0,0,45
0,0,20
0,0,58
0,0,11
0,0,0
0,0,14
0,0,0
0,0,22
0,0,24
0,0,58
0,0,30
0,0,-29
0,0,0
0,0,25
0,0,30
0,0,1
0,0,24
0,0,21
