__time,/imu/angular_velocity/x,/imu/angular_velocity/y,/imu/angular_velocity/z,/imu/angular_velocity_covariance[0;0],/imu/angular_velocity_covariance[0;1],/imu/angular_velocity_covariance[0;2],/imu/angular_velocity_covariance[1;1],/imu/angular_velocity_covariance[1;2],/imu/angular_velocity_covariance[2;2],/imu/header/stamp,/imu/linear_acceleration/x,/imu/linear_acceleration/y,/imu/linear_acceleration/z,/imu/linear_acceleration_covariance[0;0],/imu/linear_acceleration_covariance[0;1],/imu/linear_acceleration_covariance[0;2],/imu/linear_acceleration_covariance[1;1],/imu/linear_acceleration_covariance[1;2],/imu/linear_acceleration_covariance[2;2],/imu/orientation/pitch_deg,/imu/orientation/roll_deg,/imu/orientation/w,/imu/orientation/x,/imu/orientation/y,/imu/orientation/yaw_deg,/imu/orientation/z,/imu/orientation_covariance[0;0],/imu/orientation_covariance[0;1],/imu/orientation_covariance[0;2],/imu/orientation_covariance[1;1],/imu/orientation_covariance[1;2],/imu/orientation_covariance[2;2]
1720619267.632268,0.008726646,0.015271631,0.005454154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.524583741,2.198313932,0.157470703,-0.018737793,0.022399902,161.919850248,0.987060547,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.681413,0.005454154,0.011999139,0.003272492,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.546394122,2.201935730,0.157470703,-0.018920898,0.022460938,161.920349438,0.987060547,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.729155,0.003272492,0.007635816,0.006544985,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.526492342,2.212201705,0.157409668,-0.018737793,0.022521973,161.928205146,0.987121582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.776497,-0.002181662,0.001090831,0.011999139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.506323579,2.223263801,0.157104492,-0.018554688,0.022583008,161.962607583,0.987121582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.825284,-0.004363323,-0.006544985,0.005454154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.492512852,2.225451924,0.157104492,-0.018432617,0.022583008,161.962387091,0.987121582,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.874660,-0.008726646,-0.011999139,0.005454154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.457816337,2.230811378,0.157104492,-0.018127441,0.022583008,161.962927614,0.987182617,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.924180,-0.008726646,-0.017453292,0.013089970,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.410461569,2.245547685,0.157043457,-0.017700195,0.022644043,161.969225332,0.987182617,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619267.974462,-0.008726646,-0.018544123,0.009817477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.352695911,2.240964756,0.156860352,-0.017211914,0.022521973,161.988729320,0.987182617,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.023294,-0.009817477,-0.014180800,0.005454154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.295106110,2.235769635,0.156860352,-0.016723633,0.022399902,161.988596359,0.987243652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.072582,-0.006544985,-0.010908308,0.008726646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.244583755,2.229595852,0.156860352,-0.016296387,0.022277832,161.987489126,0.987243652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.118397,-0.004363323,-0.003272492,0.010908308,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.216620751,2.234431702,0.156677246,-0.016052246,0.022277832,162.007769086,0.987243652,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.167224,0.000000000,0.002181662,0.014180800,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.203402447,2.243874530,0.156494141,-0.015930176,0.022338867,162.029520197,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.216374,0.001090831,0.008726646,0.004363323,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.189475812,2.246208286,0.156433105,-0.015808105,0.022338867,162.036202465,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.266580,0.004363323,0.017453292,0.005454154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.203288195,2.244028823,0.156433105,-0.015930176,0.022338867,162.036431421,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.316435,0.005454154,0.017453292,0.007635816,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.252719971,2.243312474,0.156433105,-0.016357422,0.022399902,162.037385836,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.366421,0.005454154,0.017453292,0.009817477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.302898557,2.249989567,0.156250000,-0.016784668,0.022521973,162.059235207,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.415457,0.005454154,0.019634955,0.006544985,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.359123282,2.248359449,0.156188965,-0.017272949,0.022583008,162.067217215,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.463310,0.004363323,0.016362462,0.004363323,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.408554378,2.247657684,0.156188965,-0.017700195,0.022644043,162.068172871,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.510390,0.003272492,0.007635816,0.011999139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.444059905,2.249300769,0.156127930,-0.018005371,0.022705078,162.075815914,0.987304688,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.561121,0.000000000,0.005454154,0.013089970,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.450460443,2.248608922,0.155944824,-0.018066406,0.022705078,162.097752698,0.987365723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.610013,-0.002181662,-0.004363323,0.004363323,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.450123546,2.249116479,0.155761719,-0.018066406,0.022705078,162.118491160,0.987365723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.657244,-0.005454154,-0.007635816,0.011999139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.450123546,2.249116479,0.155761719,-0.018066406,0.022705078,162.118491160,0.987365723,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.706394,-0.005454154,-0.008726646,0.010908308,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.442710781,2.250594713,0.155578613,-0.018005371,0.022705078,162.140201567,0.987426758,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.753276,-0.005454154,-0.013089970,0.011999139,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.406251417,2.249984421,0.155212402,-0.017700195,0.022644043,162.182030661,0.987487793,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.801568,-0.007635816,-0.013089970,0.005454154,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.378622692,2.254307610,0.155212402,-0.017456055,0.022644043,162.181577655,0.987487793,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.849232,-0.004363323,-0.010908308,0.009817477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.342779160,2.253124086,0.155090332,-0.017150879,0.022583008,162.194672129,0.987487793,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.896405,-0.002181662,-0.009817477,0.015271631,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.335140128,2.254901195,0.154785156,-0.017089844,0.022583008,162.230204392,0.987548828,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.943220,0.000000000,-0.001090831,0.006544985,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.334684228,2.255549761,0.154541016,-0.017089844,0.022583008,162.257859610,0.987548828,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619268.992466,0.003272492,0.001090831,0.003272492,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.334408235,2.255597746,0.154479980,-0.017089844,0.022583008,162.265849562,0.987609863,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619269.042279,0.004363323,0.008726646,0.009817477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.341316277,2.254521992,0.154479980,-0.017150879,0.022583008,162.265963622,0.987609863,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619269.096343,0.004363323,0.011999139,0.013089970,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.355864894,2.259774629,0.154296875,-0.017272949,0.022644043,162.287096830,0.987609863,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619269.142018,0.005454154,0.015271631,0.014180800,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.390745157,2.262030329,0.153991699,-0.017578125,0.022705078,162.323477327,0.987670898,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619269.189698,0.003272492,0.014180800,0.009817477,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.433153807,2.262679822,0.153930664,-0.017944336,0.022766113,162.331242177,0.987670898,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619269.240317,0.002181662,0.015271631,0.001090831,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.467696566,2.257321205,0.153930664,-0.018249512,0.022766113,162.331809187,0.987670898,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
1720619269.287834,0.000000000,0.009817477,0.008726646,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,2.503196858,2.259050148,0.153869629,-0.018554688,0.022827148,162.339460268,0.987670898,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000,0.000000000
